date,occupancy_rate,surgery_cancel_rate,safe_staffing_rate,lwbs_rate,ed_arrivals,admissions
2024-04-13,0.7748783724015922,,0.94375,0.03529411764705882,425,123
2024-04-14,0.7209225153476024,,0.89375,0.04439252336448598,428,131
2024-04-15,0.7051988104416786,0.1,0.91875,0.046992481203007516,532,204
2024-04-16,0.7456367340197104,0.03571428571428571,0.975,0.031746031746031744,441,173
2024-04-17,0.7715998460100093,0.09722222222222222,0.975,0.038461538461538464,442,200
2024-04-18,0.7885695407994714,0.015384615384615385,0.91875,0.04291845493562232,466,194
2024-04-19,0.7988217805428619,0.05555555555555555,0.98125,0.04375,480,175
2024-04-20,0.7761309589647163,,0.95625,0.027675276752767528,542,160
2024-04-21,0.752991123118487,,0.95,0.027083333333333334,480,142
2024-04-22,0.7500413564929694,0.06060606060606061,0.975,0.044642857142857144,448,188
2024-04-23,0.7568772007042254,0.057692307692307696,0.99375,0.01935483870967742,465,201
2024-04-24,0.7778451364012124,0.0967741935483871,0.9875,0.030042918454935622,466,179
2024-04-25,0.7764550264550265,0.05263157894736842,1.0,0.03655913978494624,465,210
2024-04-26,0.7816680429397193,0.02631578947368421,0.95625,0.02,450,179
2024-04-27,0.7587884147689586,,0.9,0.04553415061295972,571,166
2024-04-28,0.7583540458436896,,0.94375,0.026584867075664622,489,154
2024-04-29,0.746710707404349,0.10638297872340426,0.9625,0.0364963503649635,548,205
2024-04-30,0.7495044052863437,0.057971014492753624,0.975,0.02733485193621868,439,204
2024-05-01,0.7646378408152025,0.0392156862745098,0.99375,0.03058823529411765,425,179
2024-05-02,0.7688746831257578,0.05660377358490566,0.95625,0.033185840707964605,452,171
2024-05-03,0.7563636363636363,0.08771929824561403,0.91875,0.04,375,162
2024-05-04,0.6969261388766033,,0.94375,0.03456221198156682,434,116
2024-05-05,0.6614456497675448,,0.93125,0.026726057906458798,449,121
2024-05-06,0.6376644103241429,,0.95,0.023529411764705882,425,139
2024-05-07,0.6652708138189432,0.041666666666666664,0.98125,0.02053388090349076,487,193
2024-05-08,0.7106610160162915,0.15217391304347827,0.98125,0.029953917050691243,434,154
2024-05-09,0.7325197889182058,0.06779661016949153,0.975,0.02531645569620253,395,180
2024-05-10,0.7369550858652576,0.1111111111111111,0.975,0.02064896755162242,339,139
2024-05-11,0.7041126138559205,,0.96875,0.02570093457943925,428,117
2024-05-12,0.6527532065457762,,0.94375,0.022916666666666665,480,139
2024-05-13,0.654851157662624,0.08,0.95,0.03139013452914798,446,171
2024-05-14,0.679861264038758,0.09259259259259259,0.98125,0.042505592841163314,447,177
2024-05-15,0.697461873038595,0.1044776119402985,0.95,0.03209876543209877,405,182
2024-05-16,0.7233445257885176,0.1320754716981132,0.90625,0.02696078431372549,408,167
2024-05-17,0.7577526852106857,0.0392156862745098,0.98125,0.028455284552845527,492,198
2024-05-18,0.7295816733067729,,0.925,0.020080321285140562,498,141
2024-05-19,0.7043569611854473,,0.9375,0.015296367112810707,523,147
2024-05-20,0.6959295929592959,0.03389830508474576,0.975,0.04851752021563342,371,169
2024-05-21,0.7147968732797534,0.08620689655172414,0.96875,0.035164835164835165,455,212
2024-05-22,0.7490774907749077,0.06557377049180328,0.98125,0.027649769585253458,434,166
2024-05-23,0.7487055194447505,0.08620689655172414,0.98125,0.0431266846361186,371,168
2024-05-24,0.7387635802128716,0.03636363636363636,0.96875,0.051630434782608696,368,165
2024-05-25,0.7201723376049491,,0.90625,0.025896414342629483,502,166
2024-05-26,0.6853448275862069,,0.94375,0.03431372549019608,408,119
2024-05-27,0.6259016573977204,,1.0,0.029953917050691243,434,125
2024-05-28,0.6426094137076797,0.09523809523809523,0.9625,0.03981264637002342,427,191
2024-05-29,0.7042424242424242,0.058823529411764705,1.0,0.02522935779816514,436,204
2024-05-30,0.7289246186883982,0.12244897959183673,0.9625,0.019753086419753086,405,157
2024-05-31,0.7458849435728049,0.05172413793103448,0.94375,0.028011204481792718,357,174
2024-06-01,0.7250967385295743,,0.9875,0.019230769230769232,364,111
2024-06-02,0.6647862396991316,,0.9875,0.029484029484029485,407,118
2024-06-03,0.6614546055167098,0.1044776119402985,0.94375,0.02575107296137339,466,205
2024-06-04,0.6898089522655949,0.0625,0.95625,0.01529051987767584,327,176
2024-06-05,0.7114304592005286,0.12698412698412698,0.98125,0.053475935828877004,374,157
2024-06-06,0.7118951945835856,0.07692307692307693,0.95,0.04509283819628647,377,163
2024-06-07,0.7287163652404058,0.03773584905660377,0.975,0.0332541567695962,421,182
2024-06-08,0.7199601681788006,,0.95,0.04896907216494845,388,115
2024-06-09,0.6628454339037493,,0.95625,0.03257328990228013,307,101
2024-06-10,0.6545664867246888,0.05714285714285714,0.9875,0.04945054945054945,364,189
2024-06-11,0.6978810285840416,0.013888888888888888,0.96875,0.030592734225621414,523,213
2024-06-12,0.7330433825148646,0.0821917808219178,0.9875,0.02349869451697128,383,187
2024-06-13,0.7285588461961907,0.06153846153846154,0.99375,0.03684210526315789,380,181
2024-06-14,0.70668575834343,0.023255813953488372,0.9625,0.041666666666666664,408,152
2024-06-15,0.6781507493225681,,0.9625,0.04142011834319527,507,163
2024-06-16,0.6834953601414052,,0.99375,0.02444987775061125,409,113
2024-06-17,0.6472693239374587,0.12698412698412698,0.98125,0.024830699774266364,443,159
2024-06-18,0.6854656606267555,0.03333333333333333,0.93125,0.02869757174392936,453,189
2024-06-19,0.715040158433271,0.05172413793103448,0.975,0.03076923076923077,325,162
2024-06-20,0.7104162078837261,0.0392156862745098,0.96875,0.026252983293556086,419,161
2024-06-21,0.7239077669902912,0.020833333333333332,0.975,0.027777777777777776,360,164
2024-06-22,0.6999447513812155,,0.94375,0.03508771929824561,399,113
2024-06-23,0.6532846715328468,,0.9625,0.042328042328042326,378,104
2024-06-24,0.6444848084544254,0.05,0.975,0.03125,448,189
2024-06-25,0.7072218249821242,0.07936507936507936,1.0,0.044854881266490766,379,172
2024-06-26,0.6914442916093535,0.1044776119402985,0.96875,0.04591836734693878,392,163
2024-06-27,0.6955085865257595,0.03636363636363636,0.99375,0.04201680672268908,357,178
2024-06-28,0.7001486866016852,0.0,0.975,0.027848101265822784,395,168
2024-06-29,0.6804226364994191,,0.9375,0.0364963503649635,411,122
2024-06-30,0.6307241893608794,,0.96875,0.017064846416382253,293,86
2024-07-01,0.6164021164021164,0.0821917808219178,0.9625,0.0367816091954023,435,195
2024-07-02,0.6344109709753813,0.046875,0.96875,0.02287581699346405,306,164
2024-07-03,0.651666207656293,0.11864406779661017,0.9625,0.017341040462427744,346,148
2024-07-04,0.6406792744114241,0.10869565217391304,0.93125,0.019801980198019802,303,132
2024-07-05,0.6477623456790124,0.06,0.975,0.03977272727272727,352,154
2024-07-06,0.6197253294938532,,0.98125,0.0326975476839237,367,119
2024-07-07,0.5917859709247693,,0.9375,0.01904761904761905,315,86
2024-07-08,0.557028885832187,0.058823529411764705,0.95,0.030732860520094562,423,154
2024-07-09,0.6103674323803228,0.014084507042253521,0.98125,0.04199475065616798,381,189
2024-07-10,0.6477097555604492,0.07462686567164178,0.9875,0.043478260869565216,368,169
2024-07-11,0.6671065654899373,0.07142857142857142,0.96875,0.031545741324921134,317,141
2024-07-12,0.6785537121754946,0.07575757575757576,0.95625,0.028871391076115485,381,180
2024-07-13,0.6709274015050908,,0.93125,0.022988505747126436,435,129
2024-07-14,0.6245229799236768,,0.9625,0.04738154613466334,401,124
2024-07-15,0.6446773303916161,0.04225352112676056,0.95,0.045951859956236324,457,204
2024-07-16,0.6722194733080433,0.09375,0.975,0.0313588850174216,287,145
2024-07-17,0.6827616583163574,0.12903225806451613,0.94375,0.027777777777777776,432,180
2024-07-18,0.7013115838201256,0.11475409836065574,0.975,0.037940379403794036,369,157
2024-07-19,0.679625550660793,0.016666666666666666,0.95,0.03561643835616438,365,167
2024-07-20,0.6537696219323458,,0.96875,0.030379746835443037,395,107
2024-07-21,0.62397699623977,,0.91875,0.03406813627254509,499,158
2024-07-22,0.6806764349454666,0.0,0.91875,0.02391304347826087,460,213
2024-07-23,0.713696596470006,0.0392156862745098,1.0,0.033482142857142856,448,195
2024-07-24,0.7648581657945469,0.046875,0.96875,0.01971830985915493,355,178
2024-07-25,0.7722668721787955,0.0392156862745098,0.96875,0.029612756264236904,439,195
2024-07-26,0.7578796561604585,0.057692307692307696,0.96875,0.04087193460490463,367,160
2024-07-27,0.7132747277049815,,0.9625,0.01871657754010695,374,110
2024-07-28,0.6517338642774183,,0.95,0.04178272980501393,359,107
2024-07-29,0.6313353900396651,0.01694915254237288,0.93125,0.036281179138321996,441,171
2024-07-30,0.6479074889867842,0.07936507936507936,0.975,0.05592105263157895,304,142
2024-07-31,0.6382322146911336,0.08823529411764706,0.98125,0.043478260869565216,322,152
2024-08-01,0.6222638804653471,0.08571428571428572,0.9875,0.02622950819672131,305,105
2024-08-02,0.5771878614308531,0.13333333333333333,0.975,0.0313588850174216,287,97
2024-08-03,0.5247968153922707,,0.94375,0.024096385542168676,332,97
2024-08-04,0.5128559579762234,,0.95625,0.02262443438914027,442,138
2024-08-05,0.5400913543558418,0.0,0.95625,0.03209876543209877,405,154
2024-08-06,0.5706728384857002,0.10526315789473684,0.975,0.035422343324250684,367,148
2024-08-07,0.5878661087866108,0.0,0.9625,0.04271356783919598,398,135
2024-08-08,0.5963696369636964,0.1388888888888889,0.98125,0.04,350,139
2024-08-09,0.5974918871349211,0.13793103448275862,0.95,0.03580562659846547,391,148
2024-08-10,0.6047861169448436,,0.975,0.026058631921824105,307,103
2024-08-11,0.5780135964185044,,0.91875,0.058333333333333334,360,106
2024-08-12,0.6000880378562782,0.04878048780487805,0.98125,0.0273972602739726,365,152
2024-08-13,0.6034473263946253,0.030303030303030304,0.98125,0.02564102564102564,312,127
2024-08-14,0.6134574087329993,0.17647058823529413,0.98125,0.05025125628140704,398,138
2024-08-15,0.6357532060102372,0.06896551724137931,0.95625,0.03855421686746988,415,149
2024-08-16,0.6459353844460345,0.03571428571428571,0.98125,0.02195121951219512,410,146
2024-08-17,0.6202175233257881,,0.95625,0.03857566765578635,337,108
2024-08-18,0.6118271837141118,,0.94375,0.027972027972027972,429,119
2024-08-19,0.5920849845882871,0.05263157894736842,0.975,0.03598971722365039,389,120
2024-08-20,0.5992404227212682,0.058823529411764705,0.9625,0.026595744680851064,376,152
2024-08-21,0.5981941309255079,0.03571428571428571,0.98125,0.03257328990228013,307,103
2024-08-22,0.5852300909341417,0.0625,0.975,0.043478260869565216,322,106
2024-08-23,0.5730355665839537,0.06896551724137931,0.98125,0.07027027027027027,370,142
2024-08-24,0.5784872461683174,,0.98125,0.02763819095477387,398,103
2024-08-25,0.5384742677478074,,0.88125,0.032171581769437,373,112
2024-08-26,0.5274519522000111,,0.9625,0.029055690072639227,413,128
2024-08-27,0.5711374277058662,0.06666666666666667,0.94375,0.03626943005181347,386,137
2024-08-28,0.5895612874779541,0.13157894736842105,0.9625,0.035046728971962614,428,154
2024-08-29,0.6077999338988652,0.047619047619047616,0.9625,0.020588235294117647,340,124
2024-08-30,0.5874037403740374,0.1,0.925,0.03755868544600939,426,137
2024-08-31,0.5982068736510044,,0.95625,0.03435114503816794,524,147
2024-09-01,0.6048053024026512,,0.9375,0.03571428571428571,420,129
2024-09-02,0.6474705169183291,0.06060606060606061,1.0,0.03090507726269316,453,194
2024-09-03,0.7355485755221248,0.06451612903225806,0.975,0.02663934426229508,488,221
2024-09-04,0.7658579523573747,0.10526315789473684,0.98125,0.02959830866807611,473,207
2024-09-05,0.7798195422535211,0.016129032258064516,0.98125,0.05,340,158
2024-09-06,0.7291345518608237,0.022222222222222223,0.9875,0.032663316582914576,398,145
2024-09-07,0.6859513274336283,,0.95625,0.031683168316831684,505,161
2024-09-08,0.698639230003319,,0.9625,0.03591160220994475,362,119
2024-09-09,0.693868572999725,0.06896551724137931,0.98125,0.026845637583892617,447,186
2024-09-10,0.7106696747922743,0.09090909090909091,0.96875,0.04448742746615087,517,184
2024-09-11,0.7132717068339386,0.04,0.975,0.015789473684210527,380,169
2024-09-12,0.694416914436736,0.03389830508474576,0.96875,0.015748031496062992,381,174
2024-09-13,0.6999504323401443,0.12195121951219512,0.96875,0.02654867256637168,452,176
2024-09-14,0.7064362468151102,,0.96875,0.025688073394495414,545,171
2024-09-15,0.7041302181375263,,0.96875,0.03770197486535009,557,158
2024-09-16,0.7271476528534478,0.11627906976744186,0.9625,0.034990791896869246,543,195
2024-09-17,0.7517746106861828,0.06153846153846154,0.95,0.020172910662824207,347,186
2024-09-18,0.7388289676425269,0.07692307692307693,0.9625,0.025974025974025976,385,168
2024-09-19,0.7349782453048411,0.07547169811320754,0.9625,0.04241071428571429,448,167
2024-09-20,0.7194981013703153,0.08,0.98125,0.035794183445190156,447,155
2024-09-21,0.7242636901143836,,0.94375,0.033126293995859216,483,159
2024-09-22,0.7155091441516106,,0.94375,0.029154518950437316,343,113
2024-09-23,0.7001815081678675,0.07142857142857142,0.98125,0.032989690721649485,485,189
2024-09-24,0.7295420730699289,0.01639344262295082,0.975,0.023195876288659795,388,173
2024-09-25,0.7584668759292913,0.05,0.98125,0.03255813953488372,430,183
2024-09-26,0.77901859390472,0.03278688524590164,0.98125,0.02564102564102564,468,203
2024-09-27,0.7480301945010744,0.046511627906976744,0.96875,0.04314720812182741,394,157
2024-09-28,0.7259971273892387,,0.94375,0.03153153153153153,444,136
2024-09-29,0.7252692626346313,,0.99375,0.03763440860215054,558,166
2024-09-30,0.7542176645716177,0.01818181818181818,0.94375,0.037383177570093455,535,229
2024-10-01,0.7524774278793217,0.0425531914893617,1.0,0.034324942791762014,437,163
2024-10-02,0.7083562699548607,0.06666666666666667,0.95,0.03051643192488263,426,163
2024-10-03,0.7323649169142732,0.0,0.99375,0.030952380952380953,420,201
2024-10-04,0.7595772787318362,0.1016949152542373,1.0,0.03818615751789976,419,183
2024-10-05,0.7464593936711662,,0.96875,0.039783001808318265,553,152
2024-10-06,0.7102669177096024,,0.93125,0.037444933920704845,454,127
2024-10-07,0.7178204211799637,0.057692307692307696,0.975,0.023305084745762712,472,189
2024-10-08,0.7572041355037396,0.1232876712328767,0.98125,0.01875,480,215
2024-10-09,0.7862772113529898,0.1,0.96875,0.028629856850715747,489,192
2024-10-10,0.7973874221462823,0.0,0.96875,0.03838771593090211,521,210
2024-10-11,0.801411401477561,0.16666666666666666,0.98125,0.029462738301559793,577,211
2024-10-12,0.7853820598006644,,0.98125,0.034358047016274866,553,157
2024-10-13,0.7303507318420326,,0.91875,0.016304347826086956,368,113
2024-10-14,0.7247302356309183,0.08333333333333333,0.99375,0.03220035778175313,559,210
2024-10-15,0.7435911541423699,0.08333333333333333,0.975,0.03333333333333333,360,175
2024-10-16,0.7365928862460082,0.11764705882352941,0.95625,0.024640657084188913,487,178
2024-10-17,0.770758818026743,0.0625,0.95,0.037142857142857144,350,156
2024-10-18,0.7784500302513613,0.04878048780487805,0.925,0.03925619834710744,484,189
2024-10-19,0.7547941420281846,,0.95625,0.027777777777777776,504,141
2024-10-20,0.7168851280349539,,0.925,0.033402922755741124,479,131
2024-10-21,0.7204070407040704,0.12280701754385964,0.95625,0.026737967914438502,561,209
2024-10-22,0.7627883927096526,0.08064516129032258,0.96875,0.04814004376367615,457,189
2024-10-23,0.7644662225403293,0.05555555555555555,0.96875,0.03333333333333333,480,186
2024-10-24,0.7896504266446464,0.06382978723404255,0.95,0.02857142857142857,490,174
2024-10-25,0.7807094855128346,0.1206896551724138,0.98125,0.02321083172147002,517,201
2024-10-26,0.7805268680620754,,0.90625,0.042993630573248405,628,182
2024-10-27,0.7556720949489374,,0.95625,0.035269709543568464,482,143
2024-10-28,0.7602796278967359,0.05454545454545454,0.9875,0.021241830065359478,612,229
2024-10-29,0.8077601410934744,0.0,0.95625,0.026970954356846474,482,211
2024-10-30,0.8211847610658445,0.015873015873015872,0.9125,0.022277227722772276,404,184
2024-10-31,0.8067449165151265,0.05172413793103448,0.95,0.03125,544,223
2024-11-01,0.8096077567210225,0.043478260869565216,0.98125,0.035955056179775284,445,188
2024-11-02,0.7852876106194691,,0.9875,0.04419889502762431,543,143
2024-11-03,0.7706650437091955,,0.93125,0.039383561643835614,584,165
2024-11-04,0.7727473011676581,0.022727272727272728,0.99375,0.025793650793650792,504,187
2024-11-05,0.8109313077939234,0.07894736842105263,0.98125,0.04318936877076412,602,269
2024-11-06,0.8419166299073666,0.16,0.99375,0.020446096654275093,538,212
2024-11-07,0.8363526237541986,0.2,0.95625,0.02185792349726776,549,197
2024-11-08,0.8325548167280321,0.11904761904761904,0.9375,0.025466893039049237,589,212
2024-11-09,0.7960977227503869,,0.975,0.028409090909090908,528,160
2024-11-10,0.7810824257836254,,0.9625,0.0249609984399376,641,184
2024-11-11,0.7912837726297254,0.0851063829787234,0.95,0.032196969696969696,528,188
2024-11-12,0.7856080224805775,0.07142857142857142,0.975,0.04085603112840467,514,191
2024-11-13,0.7935093509350936,0.05357142857142857,0.96875,0.03794642857142857,448,202
2024-11-14,0.7914303023627252,0.03571428571428571,0.9625,0.03155339805825243,412,172
2024-11-15,0.749779638607316,0.08888888888888889,1.0,0.03926096997690531,433,166
2024-11-16,0.7174285556353989,,0.96875,0.033268101761252444,511,159
2024-11-17,0.7222375919880485,,0.9625,0.023655913978494623,465,134
2024-11-18,0.7337594357815858,0.07936507936507936,0.975,0.04245283018867924,636,241
2024-11-19,0.7717869718309859,0.11363636363636363,0.98125,0.038394415357766144,573,210
2024-11-20,0.805005500550055,0.05555555555555555,0.9375,0.035849056603773584,530,228
2024-11-21,0.8140831079962475,0.0975609756097561,0.95625,0.02771855010660981,469,184
2024-11-22,0.8312596344417529,0.15,0.975,0.04400606980273141,659,232
2024-11-23,0.8235619469026548,,0.94375,0.022018348623853212,545,146
2024-11-24,0.7723829010673008,,0.95625,0.022099447513812154,543,160
2024-11-25,0.783681109948797,0.018867924528301886,0.975,0.024074074074074074,540,199
2024-11-26,0.7903323595877197,0.09615384615384616,0.95625,0.027833001988071572,503,202
2024-11-27,0.8073596650691346,0.08064516129032258,0.9875,0.03088803088803089,518,201
2024-11-28,0.8287493799261423,0.1320754716981132,0.98125,0.031914893617021274,658,247
2024-11-29,0.8474454965866549,0.08823529411764706,0.9875,0.04563492063492063,504,195
2024-11-30,0.8359008337474463,,0.975,0.04234527687296417,614,167
2024-12-01,0.799733791803006,,0.925,0.03195488721804511,532,164
2024-12-02,0.7943713369457038,0.04918032786885246,0.95625,0.02664576802507837,638,234
2024-12-03,0.816707263064659,0.16363636363636364,0.95625,0.015734265734265736,572,227
2024-12-04,0.8387703195842088,0.11538461538461539,0.91875,0.03271028037383177,642,233
2024-12-05,0.8583728888398278,0.13636363636363635,0.975,0.02952029520295203,542,209
2024-12-06,0.8633897929812908,0.09615384615384616,0.94375,0.025,680,273
2024-12-07,0.8606366459627329,,0.90625,0.01936619718309859,568,173
2024-12-08,0.8142857142857143,,0.8875,0.03783783783783784,555,161
2024-12-09,0.791365317727599,0.11627906976744186,0.975,0.03820598006644518,602,223
2024-12-10,0.8121336135383254,0.08695652173913043,0.975,0.018148820326678767,551,209
2024-12-11,0.8136621972079677,0.13333333333333333,0.9375,0.025848142164781908,619,232
2024-12-12,0.8338026613660207,0.10344827586206896,0.95625,0.021337126600284494,703,270
2024-12-13,0.8633622835647508,0.12121212121212122,0.96875,0.024232633279483037,619,241
2024-12-14,0.8607166629687153,,0.94375,0.030821917808219176,584,172
2024-12-15,0.8256515243733746,,0.9125,0.031825795644891124,597,173
2024-12-16,0.8220994475138121,0.07017543859649122,0.91875,0.03208556149732621,561,196
2024-12-17,0.8087177785153224,0.04878048780487805,0.925,0.023076923076923078,650,214
2024-12-18,0.8133392274962701,0.07692307692307693,0.94375,0.027079303675048357,517,150
2024-12-19,0.8042553191489362,0.19047619047619047,0.95,0.019434628975265017,566,190
2024-12-20,0.7995466858311681,0.0,0.95,0.02737226277372263,548,184
2024-12-21,0.7873684210526316,,0.94375,0.0330188679245283,636,204
2024-12-22,0.776051492620131,,0.8875,0.024822695035460994,564,163
2024-12-23,0.7707699961306728,0.10526315789473684,0.96875,0.039816232771822356,653,178
2024-12-24,0.773308249875505,0.07692307692307693,0.95625,0.033690658499234305,653,202
2024-12-25,0.7772749848242371,,0.94375,0.03110419906687403,643,204
2024-12-26,0.7751822398939695,,0.93125,0.03773584905660377,583,175
