scenario,hospital_id,ward,bed_type,baseline_pred,scenario_pred,delta_beds,pct_change
delayed_discharges,HHN-EDI-01,Orthopaedics Ward B,Standard,9.984816852301078,10.711245861475277,0.7264290091741987,7.275336342366535
delayed_discharges,HHN-LON-01,Cardiology Ward,Standard,29.17572887030381,30.423192507466524,1.2474636371627135,4.275689710128991
delayed_discharges,HHN-LON-01,Day Case Unit,Day Case,0.5176687972085201,0.5176687972085201,0.0,0.0
delayed_discharges,HHN-LON-01,General Medicine Ward A,Standard,32.97028463760739,34.31879548526268,1.348510847655291,4.090079483624229
delayed_discharges,HHN-LON-01,General Medicine Ward B,Standard,32.55686566980205,35.633756159343264,3.0768904895412135,9.450819132122927
delayed_discharges,HHN-LON-01,ICU,Critical Care,15.785937541614938,17.977155171558486,2.191217629943548,13.880820345114461
delayed_discharges,HHN-LON-01,Oncology Ward,Standard,25.67825339202252,27.51781495925686,1.839561567234341,7.163888988671788
delayed_discharges,HHN-LON-01,Orthopaedics Ward A,Standard,22.9055605613599,24.841159897118338,1.9355993357584396,8.45034693900337
delayed_discharges,HHN-LON-01,Orthopaedics Ward B,Standard,26.72308020808453,28.664214146403033,1.9411339383185044,7.263885462317527
delayed_discharges,HHN-LON-02,Cardiology Ward,Standard,17.947914817664305,19.34036555297339,1.3924507353090867,7.758286962330795
delayed_discharges,HHN-LON-02,Day Case Unit,Day Case,0.566849818180427,0.566849818180427,0.0,0.0
delayed_discharges,HHN-LON-02,General Medicine Ward A,Standard,17.185471305169628,18.92330117777052,1.7378298726008907,10.112203743159068
delayed_discharges,HHN-LON-02,General Medicine Ward B,Standard,15.529309557466734,16.568383833382473,1.0390742759157394,6.691052632253932
delayed_discharges,HHN-LON-02,ICU,Critical Care,8.087062947563936,8.989338384108825,0.9022754365448886,11.157022548175922
delayed_discharges,HHN-LON-02,Oncology Ward,Standard,26.09703572172352,28.375454922663884,2.278419200940366,8.730567046907092
delayed_discharges,HHN-LON-02,Orthopaedics Ward A,Standard,11.783554490239288,12.434999363751333,0.6514448735120446,5.5284241614163045
delayed_discharges,HHN-LON-02,Orthopaedics Ward B,Standard,11.783554490239288,12.469969964697352,0.6864154744580642,5.825198797414186
delayed_discharges,HHN-MAN-01,Cardiology Ward,Standard,24.263344325280535,26.971189741645826,2.7078454163652914,11.160231582519007
delayed_discharges,HHN-MAN-01,Day Case Unit,Day Case,0.46673566992912074,0.46673566992912074,0.0,0.0
delayed_discharges,HHN-MAN-01,General Medicine Ward A,Standard,18.283336980285867,19.36942387302454,1.086086892738674,5.940309987776053
delayed_discharges,HHN-MAN-01,General Medicine Ward B,Standard,20.49419899062882,22.471229933955428,1.9770309433266071,9.646783190846467
delayed_discharges,HHN-MAN-01,ICU,Critical Care,10.434482033820025,11.12450227241079,0.6900202385907654,6.612884437907759
delayed_discharges,HHN-MAN-01,Oncology Ward,Standard,17.429400957565793,19.221559929446826,1.7921589718810331,10.282389946988333
delayed_discharges,HHN-MAN-01,Orthopaedics Ward A,Standard,24.05647234879391,25.721344921130896,1.6648725723369857,6.920684580008488
delayed_discharges,HHN-MAN-01,Orthopaedics Ward B,Standard,21.748619958222765,23.314275863665788,1.5656559054430232,7.198874726076937
emergency_admission_spike,HHN-BIR-01,Cardiology Ward,Standard,19.633165256337417,22.22363549861989,2.5904702422824712,13.19435867044561
emergency_admission_spike,HHN-BIR-01,Day Case Unit,Day Case,0.4566581788405423,0.539066655950565,0.08240847711002275,18.045987333295624
emergency_admission_spike,HHN-BIR-01,General Medicine Ward A,Standard,16.146815355461804,16.179507592764182,0.03269223730237769,0.20246863906398269
emergency_admission_spike,HHN-BIR-01,General Medicine Ward B,Standard,14.604646795364527,15.906633730321744,1.3019869349572168,8.91488136070818
emergency_admission_spike,HHN-BIR-01,ICU,Critical Care,9.086099117515552,9.640487296531454,0.554388179015902,6.1014982540438165
emergency_admission_spike,HHN-BIR-01,Oncology Ward,Standard,12.24125035341974,12.532931923248363,0.29168156982862214,2.3827759534967554
emergency_admission_spike,HHN-BIR-01,Orthopaedics Ward A,Standard,11.346563781767415,11.426813317120507,0.08024953535309187,0.7072584872086418
emergency_admission_spike,HHN-BIR-01,Orthopaedics Ward B,Standard,10.977343167990849,11.035625978321702,0.05828281033085325,0.5309373082259264
emergency_admission_spike,HHN-EDI-01,Cardiology Ward,Standard,13.383544096378067,15.296708195195635,1.9131640988175675,14.294898907497299
emergency_admission_spike,HHN-EDI-01,Day Case Unit,Day Case,0.3433624314358515,0.3482684960267483,0.004906064590896819,1.428829755888245
emergency_admission_spike,HHN-EDI-01,General Medicine Ward A,Standard,15.767313508767216,15.848174096829155,0.08086058806193819,0.5128368127961473
emergency_admission_spike,HHN-EDI-01,General Medicine Ward B,Standard,15.270395142262016,16.365445208763624,1.0950500665016083,7.171065688215044
emergency_admission_spike,HHN-EDI-01,ICU,Critical Care,6.761733725268479,7.1652649976525336,0.40353127238405495,5.967866952170354
emergency_admission_spike,HHN-EDI-01,Oncology Ward,Standard,11.889404108076706,12.721645645442766,0.8322415373660608,6.999859116578455
emergency_admission_spike,HHN-EDI-01,Orthopaedics Ward A,Standard,9.569193992112707,9.790926122570566,0.221732130457859,2.317145316947478
emergency_admission_spike,HHN-EDI-01,Orthopaedics Ward B,Standard,9.984816852301078,10.384362403998404,0.39954555169732586,4.001531100745704
emergency_admission_spike,HHN-LON-01,Cardiology Ward,Standard,29.17572887030381,32.78460315265355,3.608874282349742,12.369440017736778
emergency_admission_spike,HHN-LON-01,Day Case Unit,Day Case,0.5176687972085201,0.5985261388271662,0.0808573416186461,15.619512331950787
emergency_admission_spike,HHN-LON-01,General Medicine Ward A,Standard,32.97028463760739,33.62707094890634,0.6567863112989514,1.9920553265402852
emergency_admission_spike,HHN-LON-01,General Medicine Ward B,Standard,32.55686566980205,34.61602514956009,2.059159479758037,6.32480872281265
emergency_admission_spike,HHN-LON-01,ICU,Critical Care,15.785937541614938,17.29800012739581,1.5120625857808712,9.578541545567166
emergency_admission_spike,HHN-LON-01,Oncology Ward,Standard,25.67825339202252,27.87662620607103,2.1983728140485113,8.561224085168819
emergency_admission_spike,HHN-LON-01,Orthopaedics Ward A,Standard,22.9055605613599,25.426048746396795,2.5204881850368963,11.003826683415843
emergency_admission_spike,HHN-LON-01,Orthopaedics Ward B,Standard,26.72308020808453,27.25799528510161,0.5349150770170823,2.001696933332014
emergency_admission_spike,HHN-LON-02,Cardiology Ward,Standard,17.947914817664305,18.035883084512026,0.08796826684772086,0.4901308466270558
emergency_admission_spike,HHN-LON-02,Day Case Unit,Day Case,0.566849818180427,0.6486858510099364,0.08183603282950935,14.43698669467706
emergency_admission_spike,HHN-LON-02,General Medicine Ward A,Standard,17.185471305169628,17.836444522713396,0.6509732175437684,3.787927639482
emergency_admission_spike,HHN-LON-02,General Medicine Ward B,Standard,15.529309557466734,16.958762414494387,1.4294528570276537,9.204870646295737
emergency_admission_spike,HHN-LON-02,ICU,Critical Care,8.087062947563936,8.619741187643797,0.5326782400798606,6.586794779930817
emergency_admission_spike,HHN-LON-02,Oncology Ward,Standard,26.09703572172352,26.834904547143754,0.7378688254202359,2.82740474162751
emergency_admission_spike,HHN-LON-02,Orthopaedics Ward A,Standard,11.783554490239288,11.910503960392292,0.12694947015300428,1.0773444486395067
emergency_admission_spike,HHN-LON-02,Orthopaedics Ward B,Standard,11.783554490239288,12.272248135337545,0.4886936450982571,4.14725154029761
emergency_admission_spike,HHN-MAN-01,Cardiology Ward,Standard,24.263344325280535,24.39777498071106,0.13443065543052413,0.5540483357459415
emergency_admission_spike,HHN-MAN-01,Day Case Unit,Day Case,0.46673566992912074,0.5475930115477664,0.08085734161864566,17.324011604025205
emergency_admission_spike,HHN-MAN-01,General Medicine Ward A,Standard,18.283336980285867,19.35830038848068,1.0749634081948116,5.879470522005355
emergency_admission_spike,HHN-MAN-01,General Medicine Ward B,Standard,20.49419899062882,20.686904549929693,0.1927055593008724,0.9402931990120178
emergency_admission_spike,HHN-MAN-01,ICU,Critical Care,10.434482033820025,10.51725595512775,0.08277392130772476,0.7932729294989407
emergency_admission_spike,HHN-MAN-01,Oncology Ward,Standard,17.429400957565793,18.553214156247588,1.1238131986817947,6.4478016279381505
emergency_admission_spike,HHN-MAN-01,Orthopaedics Ward A,Standard,24.05647234879391,26.7306799608235,2.6742076120295906,11.116374725505686
emergency_admission_spike,HHN-MAN-01,Orthopaedics Ward B,Standard,21.748619958222765,24.415711596568926,2.667091638346161,12.2632683980382
staffing_shortage,HHN-BIR-01,Cardiology Ward,Standard,19.633165256337417,19.62648060091062,-0.006684655426795416,-0.03404777242751352
staffing_shortage,HHN-BIR-01,Day Case Unit,Day Case,0.4566581788405423,0.44997352341374564,-0.006684655426796637,-1.4638203664213385
staffing_shortage,HHN-BIR-01,General Medicine Ward A,Standard,16.146815355461804,16.14013070003501,-0.006684655426795416,-0.04139921885298745
staffing_shortage,HHN-BIR-01,General Medicine Ward B,Standard,14.604646795364527,14.59796213993773,-0.0066846554267971925,-0.045770743520609364
staffing_shortage,HHN-BIR-01,ICU,Critical Care,9.086099117515552,9.079414462088755,-0.0066846554267971925,-0.07357013543811092
staffing_shortage,HHN-BIR-01,Oncology Ward,Standard,12.24125035341974,12.234565697992943,-0.0066846554267971925,-0.05460761959606319
staffing_shortage,HHN-BIR-01,Orthopaedics Ward A,Standard,11.346563781767415,11.339879126340618,-0.0066846554267971925,-0.05891347861225301
staffing_shortage,HHN-BIR-01,Orthopaedics Ward B,Standard,10.977343167990849,10.970658512564052,-0.0066846554267971925,-0.06089502099459887
staffing_shortage,HHN-EDI-01,Cardiology Ward,Standard,13.383544096378067,13.37685944095127,-0.0066846554267971925,-0.04994682558416073
staffing_shortage,HHN-EDI-01,Day Case Unit,Day Case,0.3433624314358515,0.33667777600905485,-0.006684655426796637,-1.9468220209308178
staffing_shortage,HHN-EDI-01,General Medicine Ward A,Standard,15.767313508767216,15.76062885334042,-0.0066846554267971925,-0.042395652392402
staffing_shortage,HHN-EDI-01,General Medicine Ward B,Standard,15.270395142262016,15.263710486835219,-0.0066846554267971925,-0.04377526163875671
staffing_shortage,HHN-EDI-01,ICU,Critical Care,6.761733725268479,6.755049069841681,-0.0066846554267971925,-0.09886008083720828
staffing_shortage,HHN-EDI-01,Oncology Ward,Standard,11.889404108076706,11.882719452649908,-0.0066846554267971925,-0.056223637164928855
staffing_shortage,HHN-EDI-01,Orthopaedics Ward A,Standard,9.569193992112707,9.56250933668591,-0.0066846554267971925,-0.06985599238877317
staffing_shortage,HHN-EDI-01,Orthopaedics Ward B,Standard,9.984816852301078,9.97813219687428,-0.0066846554267971925,-0.06694820271296877
staffing_shortage,HHN-LON-01,Cardiology Ward,Standard,29.17572887030381,29.169044214877015,-0.006684655426795416,-0.022911699846509467
staffing_shortage,HHN-LON-01,Day Case Unit,Day Case,0.5176687972085201,0.5109841417817235,-0.006684655426796637,-1.2912996616452466
staffing_shortage,HHN-LON-01,General Medicine Ward A,Standard,32.97028463760739,32.9635999821806,-0.006684655426795416,-0.020274788344322017
staffing_shortage,HHN-LON-01,General Medicine Ward B,Standard,32.55686566980205,32.550181014375255,-0.006684655426795416,-0.02053224500967774
staffing_shortage,HHN-LON-01,ICU,Critical Care,15.785937541614938,15.785937541614938,0.0,0.0
staffing_shortage,HHN-LON-01,Oncology Ward,Standard,25.67825339202252,25.671568736595724,-0.006684655426795416,-0.026032360241729457
staffing_shortage,HHN-LON-01,Orthopaedics Ward A,Standard,22.9055605613599,22.898875905933103,-0.006684655426795416,-0.02918354872341334
staffing_shortage,HHN-LON-01,Orthopaedics Ward B,Standard,26.72308020808453,26.716395552657733,-0.006684655426795416,-0.025014539397195345
staffing_shortage,HHN-LON-02,Cardiology Ward,Standard,17.947914817664305,17.947914817664305,0.0,0.0
staffing_shortage,HHN-LON-02,Day Case Unit,Day Case,0.566849818180427,0.5601651627536304,-0.006684655426796637,-1.179263927128742
staffing_shortage,HHN-LON-02,General Medicine Ward A,Standard,17.185471305169628,17.178786649742833,-0.006684655426795416,-0.03889713181613227
staffing_shortage,HHN-LON-02,General Medicine Ward B,Standard,15.529309557466734,15.522624902039937,-0.0066846554267971925,-0.043045412946792
staffing_shortage,HHN-LON-02,ICU,Critical Care,8.087062947563936,8.080378292137139,-0.0066846554267971925,-0.08265862984052584
staffing_shortage,HHN-LON-02,Oncology Ward,Standard,26.09703572172352,26.090351066296723,-0.006684655426795416,-0.025614615767380125
staffing_shortage,HHN-LON-02,Orthopaedics Ward A,Standard,11.783554490239288,11.77686983481249,-0.0066846554267971925,-0.05672868430603275
staffing_shortage,HHN-LON-02,Orthopaedics Ward B,Standard,11.783554490239288,11.77686983481249,-0.0066846554267971925,-0.05672868430603275
staffing_shortage,HHN-MAN-01,Cardiology Ward,Standard,24.263344325280535,24.25665966985374,-0.006684655426795416,-0.02755042889875045
staffing_shortage,HHN-MAN-01,Day Case Unit,Day Case,0.46673566992912074,0.4600510145023241,-0.006684655426796637,-1.432214389744795
staffing_shortage,HHN-MAN-01,General Medicine Ward A,Standard,18.283336980285867,18.283336980285867,0.0,0.0
staffing_shortage,HHN-MAN-01,General Medicine Ward B,Standard,20.49419899062882,20.487514335202025,-0.006684655426795416,-0.03261730516938985
staffing_shortage,HHN-MAN-01,ICU,Critical Care,10.434482033820025,10.427797378393228,-0.0066846554267971925,-0.06406312651774211
staffing_shortage,HHN-MAN-01,Oncology Ward,Standard,17.429400957565793,17.422716302138998,-0.006684655426795416,-0.03835275488279892
staffing_shortage,HHN-MAN-01,Orthopaedics Ward A,Standard,24.05647234879391,24.049787693367115,-0.006684655426795416,-0.02778734691385687
staffing_shortage,HHN-MAN-01,Orthopaedics Ward B,Standard,21.748619958222765,21.74193530279597,-0.006684655426795416,-0.030735998144415903
